   0.000    0.000
   0.031    0.000
   0.062    0.000
   0.094    0.000
   0.125    0.000
   0.156    0.000
   0.188    0.000
   0.219    0.000
   0.250    0.000
   0.281    0.000
   0.312    0.000
   0.344    0.000
   0.375    0.000
   0.406    0.000
   0.438    0.000
   0.469    0.000
   0.500    0.000
   0.531    0.000
   0.562    0.000
   0.594    0.000
   0.625    0.000
   0.656    0.000
   0.688    0.000
   0.719    0.000
   0.750    0.000
   0.781    0.000
   0.812    0.000
   0.844    0.000
   0.875    0.000
   0.906    0.000
   0.938    0.000
   0.969    0.000
   1.000    0.000
   1.031    0.000
   1.062    0.000
   1.094    0.000
   1.125    0.000
   1.156    0.000
   1.188    0.000
   1.219    0.000
   1.250    0.000
   1.281    0.000
   1.312    0.000
   1.344    0.000
   1.375    0.000
   1.406    0.000
   1.438    0.000
   1.469    0.000
   1.500    0.000
   1.531    0.000
   1.562    0.000
   1.594    0.000
   1.625    0.000
   1.656    0.000
   1.688    0.000
   1.719    0.000
   1.750    0.000
   1.781    0.000
   1.812    0.000
   1.844    0.000
   1.875    0.000
   1.906    0.000
   1.938    0.000
   1.969    0.000
   2.000    0.000
   2.031    0.000
   2.062    0.000
   2.094    0.000
   2.125    0.000
   2.156    0.000
   2.188    0.000
   2.219    0.000
   2.250    0.000
   2.281    0.000
   2.312    0.000
   2.344    0.000
   2.375    0.000
   2.406    0.000
   2.438    0.000
   2.469    0.000
   2.500    0.000
   2.531    0.000
   2.562    0.000
   2.594    0.000
   2.625    0.000
   2.656    0.000
   2.688    0.000
   2.719    0.000
   2.750    0.000
   2.781    0.000
   2.812    0.000
   2.844    0.000
   2.875    0.000
   2.906    0.000
   2.938    0.000
   2.969    0.000
   3.000    0.000
   3.031    0.000
   3.062    0.000
   3.094    0.000
   3.125    0.000
   3.156    0.000
   3.188    0.000
   3.219    0.000
   3.250    0.000
   3.281    0.000
   3.312    0.000
   3.344    0.000
   3.375    0.000
   3.406    0.000
   3.438    0.000
   3.469    0.000
   3.500    0.000
   3.531    0.000
   3.562    0.000
   3.594    0.000
   3.625    0.000
   3.656    0.000
   3.688    0.000
   3.719    0.000
   3.750    0.000
   3.781    0.000
   3.812    0.000
   3.844    0.000
   3.875    0.000
   3.906    0.000
   3.938    0.000
   3.969    0.000
   4.000    0.000
   0.000    0.031
   0.031    0.031
   0.062    0.031
   0.094    0.031
   0.125    0.031
   0.156    0.031
   0.188    0.031
   0.219    0.031
   0.250    0.031
   0.281    0.031
   0.312    0.031
   0.344    0.031
   0.375    0.031
   0.406    0.031
   0.438    0.031
   0.469    0.031
   0.500    0.031
   0.531    0.031
   0.562    0.031
   0.594    0.031
   0.625    0.031
   0.656    0.031
   0.688    0.031
   0.719    0.031
   0.750    0.031
   0.781    0.031
   0.812    0.031
   0.844    0.031
   0.875    0.031
   0.906    0.031
   0.938    0.031
   0.969    0.031
   1.000    0.031
   1.031    0.031
   1.062    0.031
   1.094    0.031
   1.125    0.031
   1.156    0.031
   1.188    0.031
   1.219    0.031
   1.250    0.031
   1.281    0.031
   1.312    0.031
   1.344    0.031
   1.375    0.031
   1.406    0.031
   1.438    0.031
   1.469    0.031
   1.500    0.031
   1.531    0.031
   1.562    0.031
   1.594    0.031
   1.625    0.031
   1.656    0.031
   1.688    0.031
   1.719    0.031
   1.750    0.031
   1.781    0.031
   1.812    0.031
   1.844    0.031
   1.875    0.031
   1.906    0.031
   1.938    0.031
   1.969    0.031
   2.000    0.031
   2.031    0.031
   2.062    0.031
   2.094    0.031
   2.125    0.031
   2.156    0.031
   2.188    0.031
   2.219    0.031
   2.250    0.031
   2.281    0.031
   2.312    0.031
   2.344    0.031
   2.375    0.031
   2.406    0.031
   2.438    0.031
   2.469    0.031
   2.500    0.031
   2.531    0.031
   2.562    0.031
   2.594    0.031
   2.625    0.031
   2.656    0.031
   2.688    0.031
   2.719    0.031
   2.750    0.031
   2.781    0.031
   2.812    0.031
   2.844    0.031
   2.875    0.031
   2.906    0.031
   2.938    0.031
   2.969    0.031
   3.000    0.031
   3.031    0.031
   3.062    0.031
   3.094    0.031
   3.125    0.031
   3.156    0.031
   3.188    0.031
   3.219    0.031
   3.250    0.031
   3.281    0.031
   3.312    0.031
   3.344    0.031
   3.375    0.031
   3.406    0.031
   3.438    0.031
   3.469    0.031
   3.500    0.031
   3.531    0.031
   3.562    0.031
   3.594    0.031
   3.625    0.031
   3.656    0.031
   3.688    0.031
   3.719    0.031
   3.750    0.031
   3.781    0.031
   3.812    0.031
   3.844    0.031
   3.875    0.031
   3.906    0.031
   3.938    0.031
   3.969    0.031
   4.000    0.031
   0.000    0.062
   0.031    0.062
   0.062    0.062
   0.094    0.062
   0.125    0.062
   0.156    0.062
   0.188    0.062
   0.219    0.062
   0.250    0.062
   0.281    0.062
   0.312    0.062
   0.344    0.062
   0.375    0.062
   0.406    0.062
   0.438    0.062
   0.469    0.062
   0.500    0.062
   0.531    0.062
   0.562    0.062
   0.594    0.062
   0.625    0.062
   0.656    0.062
   0.688    0.062
   0.719    0.062
   0.750    0.062
   0.781    0.062
   0.812    0.062
   0.844    0.062
   0.875    0.062
   0.906    0.062
   0.938    0.062
   0.969    0.062
   1.000    0.062
   1.031    0.062
   1.062    0.062
   1.094    0.062
   1.125    0.062
   1.156    0.062
   1.188    0.062
   1.219    0.062
   1.250    0.062
   1.281    0.062
   1.312    0.062
   1.344    0.062
   1.375    0.062
   1.406    0.062
   1.438    0.062
   1.469    0.062
   1.500    0.062
   1.531    0.062
   1.562    0.062
   1.594    0.062
   1.625    0.062
   1.656    0.062
   1.688    0.062
   1.719    0.062
   1.750    0.062
   1.781    0.062
   1.812    0.062
   1.844    0.062
   1.875    0.062
   1.906    0.062
   1.938    0.062
   1.969    0.062
   2.000    0.062
   2.031    0.062
   2.062    0.062
   2.094    0.062
   2.125    0.062
   2.156    0.062
   2.188    0.062
   2.219    0.062
   2.250    0.062
   2.281    0.062
   2.312    0.062
   2.344    0.062
   2.375    0.062
   2.406    0.062
   2.438    0.062
   2.469    0.062
   2.500    0.062
   2.531    0.062
   2.562    0.062
   2.594    0.062
   2.625    0.062
   2.656    0.062
   2.688    0.062
   2.719    0.062
   2.750    0.062
   2.781    0.062
   2.812    0.062
   2.844    0.062
   2.875    0.062
   2.906    0.062
   2.938    0.062
   2.969    0.062
   3.000    0.062
   3.031    0.062
